"Site","2.5Credible Interval","Posterior Mean","97.5Credible Interval"
1,0.918375326377205,0.936089968072216,0.95240411637235
2,0.918375326377205,0.936089968072216,0.95240411637235
3,0.918375326377205,0.936089968072216,0.95240411637235
4,0.918375326377205,0.936089968072216,0.95240411637235
5,0.918375326377205,0.936089968072216,0.95240411637235
6,0.918375326377205,0.936089968072216,0.95240411637235
7,0.918375326377205,0.936089968072216,0.95240411637235
8,0.918375326377205,0.936089968072216,0.95240411637235
9,0.918375326377205,0.936089968072216,0.95240411637235
10,0.918375326377205,0.936089968072216,0.95240411637235
11,0.918375326377205,0.936089968072216,0.95240411637235
12,0.918375326377205,0.936089968072216,0.95240411637235
13,0.918375326377205,0.936089968072216,0.95240411637235
14,0.918375326377205,0.936089968072216,0.95240411637235
15,0.918375326377205,0.936089968072216,0.95240411637235
16,0.918375326377205,0.936089968072216,0.95240411637235
17,0.918375326377205,0.936089968072216,0.95240411637235
18,0.918375326377205,0.936089968072216,0.95240411637235
19,0.918375326377205,0.936089968072216,0.95240411637235
20,0.918375326377205,0.936089968072216,0.95240411637235
21,0.918375326377205,0.936089968072216,0.95240411637235
22,0.918375326377205,0.936089968072216,0.95240411637235
23,0.918375326377205,0.936089968072216,0.95240411637235
24,0.918375326377205,0.936089968072216,0.95240411637235
25,0.918375326377205,0.936089968072216,0.95240411637235
26,0.918375326377205,0.936089968072216,0.95240411637235
27,0.918375326377205,0.936089968072216,0.95240411637235
28,0.918375326377205,0.936089968072216,0.95240411637235
29,0.918375326377205,0.936089968072216,0.95240411637235
30,0.918375326377205,0.936089968072216,0.95240411637235
31,0.918375326377205,0.936089968072216,0.95240411637235
32,0.918375326377205,0.936089968072216,0.95240411637235
33,0.918375326377205,0.936089968072216,0.95240411637235
34,0.918375326377205,0.936089968072216,0.95240411637235
35,0.918375326377205,0.936089968072216,0.95240411637235
36,0.918375326377205,0.936089968072216,0.95240411637235
37,0.918375326377205,0.936089968072216,0.95240411637235
38,0.918375326377205,0.936089968072216,0.95240411637235
39,0.918375326377205,0.936089968072216,0.95240411637235
40,0.918375326377205,0.936089968072216,0.95240411637235
41,0.918375326377205,0.936089968072216,0.95240411637235
42,0.918375326377205,0.936089968072216,0.95240411637235
43,0.918375326377205,0.936089968072216,0.95240411637235
44,0.918375326377205,0.936089968072216,0.95240411637235
45,0.918375326377205,0.936089968072216,0.95240411637235
46,0.918375326377205,0.936089968072216,0.95240411637235
47,0.918375326377205,0.936089968072216,0.95240411637235
48,0.918375326377205,0.936089968072216,0.95240411637235
49,0.918375326377205,0.936089968072216,0.95240411637235
50,0.918375326377205,0.936089968072216,0.95240411637235
51,0.918375326377205,0.936089968072216,0.95240411637235
52,0.918375326377205,0.936089968072216,0.95240411637235
53,0.918375326377205,0.936089968072216,0.95240411637235
54,0.918375326377205,0.936089968072216,0.95240411637235
55,0.918375326377205,0.936089968072216,0.95240411637235
56,0.918375326377205,0.936089968072216,0.95240411637235
57,0.918375326377205,0.936089968072216,0.95240411637235
58,0.918375326377205,0.936089968072216,0.95240411637235
59,0.918375326377205,0.936089968072216,0.95240411637235
60,0.918375326377205,0.936089968072216,0.95240411637235
61,0.918375326377205,0.936089968072216,0.95240411637235
62,0.918375326377205,0.936089968072216,0.95240411637235
63,0.918375326377205,0.936089968072216,0.95240411637235
64,0.918375326377205,0.936089968072216,0.95240411637235
65,0.918375326377205,0.936089968072216,0.95240411637235
66,0.918375326377205,0.936089968072216,0.95240411637235
67,0.918375326377205,0.936089968072216,0.95240411637235
68,0.918375326377205,0.936089968072216,0.95240411637235
69,0.918375326377205,0.936089968072216,0.95240411637235
70,0.918375326377205,0.936089968072216,0.95240411637235
71,0.918375326377205,0.936089968072216,0.95240411637235
72,0.918375326377205,0.936089968072216,0.95240411637235
73,0.918375326377205,0.936089968072216,0.95240411637235
74,0.918375326377205,0.936089968072216,0.95240411637235
75,0.918375326377205,0.936089968072216,0.95240411637235
76,0.918375326377205,0.936089968072216,0.95240411637235
77,0.918375326377205,0.936089968072216,0.95240411637235
78,0.918375326377205,0.936089968072216,0.95240411637235
79,0.918375326377205,0.936089968072216,0.95240411637235
80,0.918375326377205,0.936089968072216,0.95240411637235
81,0.918375326377205,0.936089968072216,0.95240411637235
82,0.918375326377205,0.936089968072216,0.95240411637235
83,0.918375326377205,0.936089968072216,0.95240411637235
84,0.918375326377205,0.936089968072216,0.95240411637235
85,0.918375326377205,0.936089968072216,0.95240411637235
86,0.918375326377205,0.936089968072216,0.95240411637235
87,0.918375326377205,0.936089968072216,0.95240411637235
88,0.918375326377205,0.936089968072216,0.95240411637235
89,0.918375326377205,0.936089968072216,0.95240411637235
90,0.918375326377205,0.936089968072216,0.95240411637235
91,0.918375326377205,0.936089968072216,0.95240411637235
92,0.918375326377205,0.936089968072216,0.95240411637235
93,0.918375326377205,0.936089968072216,0.95240411637235
94,0.918375326377205,0.936089968072216,0.95240411637235
95,0.918375326377205,0.936089968072216,0.95240411637235
96,0.918375326377205,0.936089968072216,0.95240411637235
97,0.918375326377205,0.936089968072216,0.95240411637235
98,0.918375326377205,0.936089968072216,0.95240411637235
99,0.918375326377205,0.936089968072216,0.95240411637235
100,0.918375326377205,0.936089968072216,0.95240411637235
101,0.918375326377205,0.936089968072216,0.95240411637235
102,0.918375326377205,0.936089968072216,0.95240411637235
103,0.918375326377205,0.936089968072216,0.95240411637235
104,0.918375326377205,0.936089968072216,0.95240411637235
105,0.918375326377205,0.936089968072216,0.95240411637235
106,0.918375326377205,0.936089968072216,0.95240411637235
107,0.918375326377205,0.936089968072216,0.95240411637235
108,0.918375326377205,0.936089968072216,0.95240411637235
109,0.918375326377205,0.936089968072216,0.95240411637235
110,0.918375326377205,0.936089968072216,0.95240411637235
111,0.918375326377205,0.936089968072216,0.95240411637235
112,0.918375326377205,0.936089968072216,0.95240411637235
